epoch,train_loss,val_TC IoU,val_AR IoU,val_BG IoU,val_Mean IoU,val_Mean FG IoU
1,1.8127069393793742,,,,,
2,1.3547054794099596,0.014514771788340207,0.2513748353722661,0.8679209765472782,0.3779368612359615,0.13294480358030317
3,1.2064291424221463,,,,,
4,1.0994332989056905,0.07744905933261019,0.27975318643760605,0.8886183654729164,0.41527353708104425,0.17860112288510813
5,1.0281974885198806,,,,,
6,0.9533045583301121,0.06018151875329288,0.2719574747258063,0.8864396542378431,0.40619288257231406,0.16606949673954957
7,0.8856928096877204,,,,,
8,0.82617097430759,0.06073025780838953,0.29256887796016967,0.9014934360914875,0.4182641906200155,0.1766495678842796
9,0.7686354888810052,,,,,
10,0.7161768092049493,0.07405478242161403,0.300792103853767,0.9031413559385209,0.4259960807379673,0.1874234431376905
11,0.6701331045892504,,,,,
12,0.6236823426352607,0.0636436594734021,0.30945958426779047,0.9137679215642098,0.42895705510180077,0.1865516218705963
13,0.5723647541469998,,,,,
14,0.5280047436555226,0.11839843124047704,0.28439822310949686,0.8832932168126724,0.4286966237208821,0.20139832717498696
15,0.5224441978666517,,,,,
16,0.4773184736569723,0.0753475480902883,0.29669421788142475,0.8871834446254122,0.4197417368657084,0.18602088298585653
17,0.44352804488605924,,,,,
18,0.4208669265111287,0.06461163789328984,0.2879928820897359,0.8719055873240101,0.40817003576901195,0.17630225999151286
19,0.38608857856856454,,,,,
20,0.3796886973910861,0.0475303237915443,0.27621480259040787,0.8645600053741229,0.39610171058535837,0.1618725631909761
21,0.37535077068540784,,,,,
22,0.3567795561419593,0.05191581706053032,0.30085557107498123,0.878810181918895,0.41052719001813553,0.17638569406775578
23,0.33769764569070604,,,,,
24,0.3191003614001804,0.04312120729106626,0.293754258887005,0.873483019522797,0.4034528285669561,0.16843773308903565
25,0.3122815801037682,,,,,
26,0.3070074286725786,0.07650629727433943,0.30933380627764334,0.8995845289589661,0.4284748775036496,0.1929200517759914
27,0.2966503689686457,,,,,
28,0.27753522760338256,0.0701997334976287,0.2816826402811346,0.8557543251064582,0.4025455662950739,0.17594118688938165
29,0.26566759480370417,,,,,
30,0.2613002277082867,0.09663921942453926,0.268149540785632,0.8678375369947862,0.4108754324016524,0.18239438010508563
31,0.25466398199399315,,,,,
32,0.24256801936361524,0.0898246822771634,0.2929224744709737,0.8762845701138788,0.41967724228733866,0.19137357837406854
33,0.23738284740183088,,,,,
34,0.23213014867570664,0.082214999341289,0.2875113767480123,0.8730473582307041,0.4142579114400018,0.18486318804465066
35,0.22653369274404314,,,,,
36,0.2175782945421007,0.09007924414929645,0.2933611516150638,0.8785694121824434,0.4206699359822679,0.19172019788218014
37,0.2151402191983329,,,,,
38,0.20840223564041985,0.07604574432963478,0.28713858424725824,0.8724903483696426,0.41189155898217855,0.18159216428844652
39,0.20697669353750017,,,,,
40,0.2000016940964593,0.08616794449391689,0.2771301582561618,0.8691151330630343,0.41080441193770434,0.18164905137503934
41,0.19478626118765938,,,,,
42,0.19131853646702238,0.09929012662480055,0.2862134061762222,0.8748028364291422,0.4201021230767217,0.1927517664005114
43,0.18814205858442518,,,,,
44,0.18301277591122522,0.08834295020070701,0.28318486339606386,0.8713084048755678,0.4142787394907796,0.18576390679838545
45,0.17900845408439636,,,,,
46,0.17796789308389027,0.09320530502918366,0.28024934819263514,0.87204106724325,0.415165240155023,0.1867273266109094
47,0.1758688747882843,,,,,
48,0.17361715982357662,0.09925790919440586,0.28190772940626635,0.8746311049556971,0.4185989145187898,0.1905828193003361
49,0.17148988942305246,,,,,
50,0.1689269569185045,0.10097958554018614,0.27559480526036617,0.8670867198568339,0.41455370355246207,0.18828719540027616
51,0.16800886044899624,,,,,
52,0.16609539919429356,0.10231342686198713,0.2803812777352375,0.8727862958041933,0.4184936668004727,0.19134735229861233
53,0.165091410279274,,,,,
54,0.1621760235892402,0.10172280899110472,0.27852493914663107,0.8710415048919089,0.4170964176765482,0.19012387406886788
55,0.16074695736169814,,,,,
56,0.16052537047200732,0.09820272272355239,0.2776303486386951,0.8712049284705554,0.415679333277601,0.18791653568112376
57,0.16153689523537954,,,,,
58,0.15977390739652847,0.1011108097286266,0.27791399821918555,0.8711002879562062,0.4167083653013394,0.18951240397390606
59,0.16033933444155588,,,,,
60,0.15856820907857683,0.10193322519044784,0.2785832592437082,0.871398786856084,0.41730509043007996,0.19025824221707802
