epoch,train_loss,val_TC IoU,val_AR IoU,val_BG IoU,val_Mean IoU,val_Mean FG IoU
0,,0.35687696783707307,0.3933350524267683,0.9427366939284032,0.5643162380640815,0.3751060101319207
1,0.9586983839670817,0.36173225935408143,0.39471180074479323,0.945326454489194,0.5672568381960229,0.37822203004943733
2,0.929131978087955,0.3591416466966948,0.39448077057798203,0.944947747432824,0.5661900549025002,0.3768112086373384
3,0.9232665340105692,0.3621081248494442,0.39675749347843803,0.9447889634396174,0.5678848605891665,0.3794328091639411
4,0.9139412562052409,0.36526055441487243,0.39462879147444757,0.9474387518595164,0.5691093659162788,0.37994467294466
5,0.9135945969157748,0.36165467594924716,0.3986641325343828,0.9451060253170785,0.5684749446002362,0.380159404241815
6,0.9107240279515584,0.3615857229005165,0.4010010238135934,0.9454087553017633,0.5693318340052911,0.38129337335705493
7,0.9032994058397081,0.36351842692144154,0.40064636341036247,0.9459834359951821,0.5700494087756621,0.38208239516590203
8,0.9040960020489163,0.3623055526026718,0.39901729818172743,0.9462232315059177,0.5691820274301057,0.3806614253921996
9,0.8992183817757501,0.36362512680186515,0.40064135811644896,0.9469016091456339,0.5703893646879826,0.38213324245915703
10,0.898109871811337,0.3613694538309374,0.4018916070300293,0.9459684216510089,0.5697431608373252,0.38163053043048334
11,0.8939000752237108,0.36286910667280575,0.40140764837074855,0.9431890534176737,0.569155269487076,0.38213837752177715
12,0.8921353724267748,0.3606239445538981,0.4014157403458071,0.947950274341131,0.5699966530802788,0.38101984244985265
13,0.886694708135393,0.364082206579613,0.3972582990489928,0.9478131706416721,0.5697178920900926,0.3806702528143029
14,0.8899370537863838,0.36024945012743076,0.40040703226734864,0.9465735227393063,0.5690766683780285,0.3803282411973897
15,0.8849616448084513,0.3609193668594953,0.3852821214755284,0.9508301053425426,0.5656771978925221,0.3731007441675119
16,0.880044776863522,0.35879078616194765,0.3997374131391958,0.9431143595230976,0.5672141862747471,0.37926409965057173
17,0.8773842003610399,0.3593734952416806,0.40201953571856347,0.9457868115224533,0.5690599474942325,0.38069651548012207
18,0.8745094603962369,0.35840496765659163,0.40299653470573704,0.9451686088042758,0.5688567037222015,0.3807007511811643
19,0.8717364894019233,0.3608276843103509,0.402806570204776,0.9463554277097481,0.569996560741625,0.38181712725756345
20,0.8675465438101027,0.3568510054844607,0.4009499080264907,0.9426103057600811,0.5668037397570108,0.3789004567554757
21,0.8669973638322618,0.35875755501572515,0.40186139738200377,0.9450324896523937,0.5685504806833742,0.38030947619886446
22,0.8625879115528531,0.3580361742968262,0.4018172421615473,0.9478274448846196,0.5692269537809976,0.3799267082291867
23,0.8608155502213373,0.3596227682420964,0.39563625613139236,0.9480237568847508,0.5677609270860798,0.37762951218674434
24,0.8582005739212036,0.35999802072837195,0.3973470496721031,0.9489666555930799,0.568770575331185,0.3786725352002375
25,0.8564579923947652,0.3579563573413512,0.39895673975471874,0.9485808922787597,0.5684979964582766,0.37845654854803495
26,0.8559798240661621,0.3592624839019789,0.396096829346083,0.9490676537679817,0.5681423223386811,0.3776796566240309
27,0.8536524693171184,0.35864375047817065,0.399485482758511,0.9465796009527129,0.5682362780631315,0.3790646166183408
28,0.8528828594419692,0.35925719574770176,0.40017378543705145,0.9470848204553838,0.5688386005467123,0.37971549059237664
29,0.8519572218259176,0.359467048891413,0.398578593135606,0.9477717699490346,0.5686058039920178,0.3790228210135095
30,0.8515799085299174,0.35881424706943194,0.39994904418708754,0.9469537761495763,0.5685723558020319,0.3793816456282597
