epoch,epoch_time_s,lr,train_total,val_own_AR IoU,val_own_BG IoU,val_own_Mean FG IoU,val_own_Mean IoU,val_own_TC IoU
1,28.946682929992676,0.001,0.6203961039030993,,,,,
2,28.18679165840149,0.000999321619703514,0.5302150646845499,0.3750027881474332,0.940494637049242,0.341515605583665,0.5411752827388573,0.30802842301989675
3,28.39489245414734,0.0009972883382072953,0.5198621959597975,,,,,
4,29.129398584365845,0.0009939057285945933,0.5100688477357228,0.39202487363008476,0.9431890776832699,0.3733897061263619,0.5633228299786646,0.3547545386226391
5,35.063472747802734,0.000989183062363234,0.5056667844454448,,,,,
6,32.399606704711914,0.0009831332840130888,0.5035699875266464,0.38132267804369474,0.935591952352088,0.35389872813018125,0.5477964695374835,0.32647477821666776
7,32.751524686813354,0.0009757729755661012,0.49953182825335746,,,,,
8,24.99530816078186,0.0009671223111161149,0.497619582105566,0.3928245990844022,0.9471806685134563,0.3786858089157068,0.56818409544829,0.3645470187470114
9,32.60911703109741,0.0009572050015330875,0.4967825682074935,,,,,
10,32.25757956504822,0.0009460482294732422,0.4923350961120041,0.406730715238765,0.9493450938712128,0.3680969054367767,0.5618463015815888,0.3294630956347884
11,28.083926677703857,0.0009336825748732973,0.4912213641184348,,,,,
12,28.189031839370728,0.000920141931132985,0.48856188412065854,0.4073759914271268,0.9493606425767609,0.37843177178423026,0.5687413953817405,0.3494875521413337
13,30.883392333984375,0.0009054634122155991,0.48614442436783406,,,,,
14,27.912770748138428,0.0008896872509212008,0.48346753870999376,0.40307744472631435,0.9449997511339353,0.3436736523978109,0.5441156853098524,0.2842698600693074
15,27.970986366271973,0.0008728566886113103,0.48130909579771536,,,,,
16,28.657512664794922,0.0008550178566873412,0.4782352602040326,0.40322492320197617,0.9429642061789452,0.3883343269932136,0.5732109533884574,0.37344373078445103
17,28.568044662475586,0.000836219650147635,0.47519485906318387,,,,,
18,28.114343404769897,0.0008165135935696697,0.4738561118090594,0.3968080030985742,0.9409328641646652,0.3543292916503546,0.5498638158217914,0.31185058020213496
19,28.243630170822144,0.0007959536998847743,0.4717307201138249,,,,,
20,28.07882285118103,0.0007745963223324385,0.4690815554724799,0.405736992541856,0.9443030058408446,0.3843784068379005,0.5710199398388819,0.363019821133945
21,30.45989680290222,0.0007525000000000001,0.46917931282961806,,,,,
22,28.086085081100464,0.0007297252973710758,0.46373698159500404,0.405587755402959,0.9489056294941274,0.3780752826551719,0.5683520649348237,0.3505628099073847
23,27.960693836212158,0.0007063346383225213,0.4613623378453431,,,,,
24,28.749134063720703,0.000682392135024924,0.46116258192945403,0.40555346405672194,0.9484630481185008,0.37852684736953224,0.5685055809525218,0.3515002306823425
25,27.493886709213257,0.0006579634122155991,0.45878479966410884,,,,,
26,27.890122175216675,0.0006331154273257479,0.45638639595773484,0.4089194113644278,0.9464658676109445,0.3734778153025737,0.5644738327386972,0.3380362192407196
27,28.13761806488037,0.0006079162869547909,0.45366886810020157,,,,,
28,28.28394627571106,0.0005824350601949144,0.4526580609657146,0.4049679322519496,0.9493884323672827,0.37980439927650045,0.5696657436400945,0.35464086630105135
29,30.17586064338684,0.0005567415893174886,0.4497170097298092,,,,,
30,28.00367522239685,0.0005309062983402573,0.4488313827249739,0.3994507166612819,0.9491015492079806,0.36641691983440294,0.5606451296255955,0.33338312300752393
31,27.934442281723022,0.0005050000000000002,0.44593796332677205,,,,,
32,28.666751623153687,0.00047909370165974305,0.44498003036887557,0.40545864542115967,0.9437378691737606,0.370070940603903,0.5612932501271889,0.3346832357866463
33,28.304868936538696,0.00045325841068251176,0.44580179938563597,,,,,
34,27.813265562057495,0.0004275649398050859,0.44281471393726485,0.4085238982594184,0.9464844227110766,0.3735325816702195,0.5645165286838386,0.33854126508102056
35,27.99405598640442,0.00040208371304520927,0.4406226445127416,,,,,
36,29.025665998458862,0.00037688457267425244,0.43892027426649016,0.4043092612373985,0.9492244628958438,0.37093807842957954,0.563700206585001,0.33756689562176057
37,26.9046311378479,0.0003520365877844012,0.4375673064479122,,,,,
38,24.941768407821655,0.0003276078649750765,0.4356018660245118,0.4021609578419906,0.9452644397659161,0.36820598797053805,0.5605588052356641,0.3342510180990855
39,24.1704580783844,0.0003036653616774791,0.4339256637626224,,,,,
40,24.1091570854187,0.00028027470262892445,0.43339056858309993,0.40058501012967374,0.9477450153547974,0.366524428438723,0.5602646240774144,0.33246384674777235
41,26.377757787704468,0.0002575000000000002,0.43335142245999086,,,,,
42,24.65092635154724,0.0002354036776675618,0.4308356993728214,0.3961306680344447,0.9479208810568208,0.3662015307741996,0.5601079808684067,0.3362723935139545
43,24.99507236480713,0.0002140463001152259,0.42969172972219966,,,,,
44,27.769291877746582,0.0001934864064303306,0.4288469720769812,0.3984970100671573,0.9450086013722027,0.36574950109414894,0.5588358678535003,0.3330019921211405
45,25.09891939163208,0.00017378034985236537,0.4300989660951826,,,,,
46,25.279754400253296,0.00015498214331265904,0.42899600399865045,0.39846845779390094,0.9460843012821595,0.3642773099026778,0.5582129736958383,0.3300861620114547
47,23.8401038646698,0.00013714331138868998,0.42563615088109613,,,,,
48,26.860327005386353,0.00012031274907879943,0.42698874120359065,0.39653855906319513,0.946551646961167,0.36338131170493965,0.5577714234570155,0.33022406434668417
49,28.88412833213806,0.00010453658778440108,0.4253959525514531,,,,,
50,23.215733528137207,8.985806886701516e-05,0.42330910541393135,0.39596921416932934,0.9469157284628165,0.36322160995619424,0.5577863161250683,0.33047400574305913
51,27.144457817077637,7.631742512670285e-05,0.4236985328020873,,,,,
52,22.50972843170166,6.395177052675796e-05,0.42262265262780374,0.39452261467529176,0.9469074989835341,0.362991370085361,0.5576300797180854,0.33146012549543025
53,21.095609188079834,5.2794998466912526e-05,0.42348906706880646,,,,,
54,20.926061630249023,4.287768888388514e-05,0.42193401500030797,0.39483527573350996,0.9465585109380696,0.3628610134025939,0.5574268459144192,0.3308867510716778
55,21.09180736541748,3.4227024433899005e-05,0.42268039032265,,,,,
56,21.19646668434143,2.6866715986911188e-05,0.4234957622157203,0.3946524539163755,0.9471207906270726,0.36294825238652606,0.5576724318000416,0.33124405085667663
57,24.223288536071777,2.0816937636766188e-05,0.4222313576274448,,,,,
58,26.038630723953247,1.6094271405406862e-05,0.4223078418661047,0.3932475032096812,0.9465283573568779,0.36205279109583455,0.5568779798495157,0.3308580789819879
59,26.910040855407715,1.2711661792704668e-05,0.4212671014997694,,,,,
60,21.391512155532837,1.0678380296485954e-05,0.42183895927888376,0.39325260802740764,0.946740482871101,0.3621096475826782,0.5569865926788191,0.3309666871379488
