epoch,train_loss,val_TC IoU,val_AR IoU,val_BG IoU,val_Mean IoU,val_Mean FG IoU
0,,0.34076190551361335,0.40090152149415176,0.9408390386540576,0.5608341552206076,0.37083171350388255
1,1.0689080291324191,0.34787016122587183,0.40172702846475755,0.9401838116348861,0.5632603337751718,0.3747985948453147
2,1.0306857917043897,0.3490107865593631,0.4032800515814832,0.9433859293939605,0.5652255891782689,0.37614541907042315
3,1.0242486596107483,0.34885759775034636,0.40318965488708614,0.9430512826246455,0.5650328450873593,0.3760236263187162
4,1.014267581039005,0.34746644231136947,0.40690409653097304,0.943956711884953,0.5661090835757652,0.37718526942117125
5,1.0151752127541436,0.35084717031392526,0.4063641245412441,0.945732683486746,0.5676479927806385,0.3786056474275847
6,1.006770706176758,0.34697967025179915,0.40469694619483043,0.9417254050309165,0.5644673404925153,0.37583830822331477
7,1.003081402513716,0.3536519968550289,0.4040315888497653,0.9415454222641977,0.5664096693229973,0.3788417928523971
8,1.003863028685252,0.3562985274718664,0.4033320936475515,0.9422175661260684,0.5672827290818288,0.37981531055970896
9,0.9925998462571038,0.35762535778649424,0.40397062006342804,0.9463186738311354,0.5693048838936859,0.38079798892496114
10,0.9907965779304504,0.3516133931211983,0.4058619031185314,0.9450274464336963,0.5675009142244754,0.3787376481198649
11,0.9806772457228766,0.3404852323918759,0.39584934070531846,0.9382709900359061,0.5582018543777002,0.3681672865485972
12,0.978066885471344,0.3539986647514617,0.40257521669806473,0.9482510035479612,0.5682749616658292,0.3782869407247632
13,0.9686225692431132,0.3467279082020488,0.40593688588580507,0.9439980370487108,0.5655542770455216,0.37633239704392696
14,0.9561594817373488,0.3589669738863287,0.40711386414092526,0.9480910350170203,0.5713906243480914,0.38304041901362695
15,0.9462532732221816,0.34753880929562997,0.4001268765453329,0.9485737653650537,0.5654131504020056,0.37383284292048147
16,0.9315648463037279,0.34055517688211107,0.4064343594016893,0.9450908160046,0.5640267840961335,0.3734947681419002
17,0.9298326214154561,0.3266586838589087,0.40204521239941904,0.9422689100217397,0.5569909354266892,0.3643519481291639
18,0.9204707238409254,0.32852861323648674,0.40389548420169946,0.942723915579128,0.5583826710057714,0.3662120487190931
19,0.9126384231779311,0.3377114762679229,0.4057573852232761,0.9445491342363356,0.5626726652425115,0.37173443074559953
20,0.9027868390083313,0.33077248710431006,0.40293000993746503,0.9433552652689899,0.5590192541035884,0.3668512485208876
21,0.9008699032995436,0.33023524408183014,0.4014747423206785,0.94210407817596,0.5579380215261561,0.3658549932012543
22,0.8923562169075012,0.3332008750275955,0.4011763264305845,0.9456611798760407,0.5600127937780736,0.36718860072909
23,0.8860483196046617,0.3248647436639278,0.3991555099267604,0.9469813631773888,0.5570005389226923,0.3620101267953441
24,0.8786935475137498,0.32877893355824195,0.4029443087943356,0.9462836348751563,0.559335625742578,0.3658616211762888
25,0.8763488968213399,0.32621503854605044,0.40096034854415746,0.9467986442196356,0.5579913437699479,0.36358769354510395
26,0.8688764426443312,0.3290620917148832,0.4000549280138668,0.9469409225777212,0.5586859807688237,0.364558509864375
27,0.8653979261716207,0.32325819863154165,0.40130350430035383,0.9451274666392393,0.5565630565237116,0.36228085146594774
28,0.8632628771993849,0.3231020066264294,0.40141148041946756,0.9446699788887807,0.5563944886448925,0.36225674352294845
29,0.8615998493300544,0.32492007847183263,0.40148191088620905,0.9458574207288767,0.5574198033623061,0.36320099467902084
30,0.8610277798440721,0.32383905583432,0.4016861764835369,0.9451481689370288,0.5568911337516286,0.36276261615892846
