epoch,epoch_time_s,lr,train_gen_AR,train_gen_TC,train_total,val_own_AR IoU,val_own_BG IoU,val_own_Mean FG IoU,val_own_Mean IoU,val_own_TC IoU
1,4.401661157608032,0.001,0.8854410648345947,0.9728911105129454,1.8583321703804865,,,,,
2,2.9737491607666016,0.000999321619703514,0.6177048087120056,0.9164130240678787,1.534117837746938,0.32443138216311956,0.933725668046266,0.16221569108155978,0.4193856834031285,0.0
3,3.2978763580322266,0.0009972883382072953,0.6083036545250151,0.7535654322968589,1.3618690934446123,,,,,
4,3.483293294906616,0.0009939057285945933,0.5776060654057397,0.5917604515949885,1.1693665153450437,0.35558316560824804,0.9364198382911619,0.21054117264996183,0.4525007278636952,0.06549917969167561
5,2.9731152057647705,0.000989183062363234,0.5487911279002825,0.5532710858517222,1.1020622087849512,,,,,
6,3.515773057937622,0.0009831332840130888,0.5331129506230354,0.5339910114804903,1.067103968726264,0.38319598954984063,0.9437819779052372,0.3599138776498094,0.554536577734952,0.33663176574977816
7,3.0891146659851074,0.0009757729755661012,0.5337806534436014,0.5582390601436297,1.092019721865654,,,,,
8,3.29412579536438,0.0009671223111161149,0.5475434934099516,0.5557190726200739,1.1032625635464985,0.3796814887412433,0.9368733345176763,0.36219180143564705,0.5537523124629901,0.3447021141300508
9,3.1679532527923584,0.0009572050015330875,0.523463610973623,0.5144003091586961,1.0378639151652653,,,,,
10,2.8380632400512695,0.0009460482294732422,0.5281711237298118,0.5046182200312614,1.0327893412775464,0.3875175927529689,0.9376551724380976,0.35668449679810543,0.5503413886781029,0.32585140084324205
11,2.735973596572876,0.0009336825748732973,0.5170914207895597,0.5009012909399139,1.0179927117294736,,,,,
12,2.7637672424316406,0.000920141931132985,0.5162835659252273,0.4909188962645001,1.007202461361885,0.38140990823257814,0.9334049170243424,0.3641393188855361,0.5538945182651381,0.346868729538494
13,2.7537219524383545,0.0009054634122155991,0.5129980974727206,0.48661167009009254,0.9996097650792863,,,,,
14,3.0623621940612793,0.0008896872509212008,0.5112307187583711,0.48742421426706845,0.998654928472307,0.39810573810536204,0.9415129284702434,0.3720806478109317,0.5618914080307023,0.34605555751650136
15,3.2218847274780273,0.0008728566886113103,0.5157618232899241,0.5204600923591189,1.0362219131655164,,,,,
16,2.699375867843628,0.0008550178566873412,0.5134063023659918,0.48812552044789,1.0015318128797743,0.3946859987251953,0.9466607515836515,0.3771553673808862,0.5669904954484747,0.3596247360365771
17,3.3999340534210205,0.000836219650147635,0.5109134076370133,0.4868134508530299,0.9977268609735701,,,,,
