epoch,epoch_time_s,lr,train_gen_AR,train_gen_TC,train_sam_AR,train_sam_TC,train_total,val_own_AR IoU,val_own_BG IoU,val_own_Mean FG IoU,val_own_Mean IoU,val_own_TC IoU,val_sam_AR IoU,val_sam_BG IoU,val_sam_Mean FG IoU,val_sam_Mean IoU,val_sam_TC IoU
1,17.892436981201172,0.0001,0.4771140926414066,0.42824541628360746,0.7055807444784377,0.43635486662387846,2.0472951253255207,,,,,,,,,,
2,16.791979551315308,9.972883382072954e-05,0.4767780045668284,0.4265124566025204,0.7010146114561293,0.4346136447456148,2.0389187230004207,0.4021227911953485,0.9377698583940115,0.3821114143703579,0.5673308957115758,0.3621000375453673,0.40976523878208926,0.9413553600258585,0.3844223542833446,0.5700666895308492,0.3590794697846
3,16.88984990119934,9.891830623632339e-05,0.47372973296377396,0.4244666884342829,0.6977638191647,0.4322862807247374,2.0282464981079102,,,,,,,,,,
4,16.859671354293823,9.757729755661011e-05,0.4750101215309567,0.4249372793568505,0.6932985597186618,0.4297327816486359,2.0229787482155692,0.3999020144741339,0.936434838671558,0.3801247404325168,0.5655614398455305,0.3603474663908997,0.40824693389265326,0.9400108722174364,0.3829581423821711,0.5686423856605929,0.35766935087168883
5,15.581800699234009,9.572050015330873e-05,0.4759162664413452,0.4240919136338764,0.6932420982254877,0.4284362756543689,2.021686559253269,,,,,,,,,,
6,16.67313027381897,9.336825748732972e-05,0.47044062813123066,0.42045090662108525,0.6899541205830044,0.42845820751455094,2.0093038611941867,0.39026315863044564,0.9316186983075803,0.374414422769187,0.5601491812819848,0.3585656869079284,0.4037123806524433,0.9370579034555836,0.3816330932645637,0.5667746966615703,0.35955380587668406
7,16.822822093963623,9.05463412215599e-05,0.47499790059195623,0.42139976223309833,0.68654998143514,0.42816009124120075,2.011107725567288,,,,,,,,,,
8,17.06046485900879,8.728566886113101e-05,0.4701497515042623,0.4197368774149153,0.6875486546092563,0.42632530199156865,2.003760578897264,0.3968239291199719,0.9351515811861203,0.37752218943905413,0.5633986533547429,0.3582204497581364,0.4073146802043085,0.9393633091103247,0.3821957986569039,0.5679183021413775,0.35707691710949924
9,17.254194021224976,8.362196501476347e-05,0.47139379845725166,0.41832626197073197,0.6841216100586786,0.4252929786841075,1.999134643872579,,,,,,,,,,
10,17.029021739959717,7.959536998847741e-05,0.4684368928273519,0.4172469152344598,0.6829788698090448,0.424658598502477,1.9933212571673924,0.3960082545210063,0.9348941382702542,0.37633801450635196,0.5625233890943194,0.3566677744916976,0.40608367479970475,0.9388124386620472,0.3826228412317514,0.5680193737085166,0.35916200766379797
11,16.196434020996094,7.524999999999999e-05,0.46912093228764007,0.41744750804371306,0.6805069989628262,0.4239026149113973,1.9909780634774101,,,,,,,,,,
12,16.386945009231567,7.06334638322521e-05,0.46880186332596674,0.41557497216595546,0.6792671773168776,0.42238161895010207,1.9860256327523125,0.3990937263898074,0.9364431018790088,0.3770915263894764,0.5635420515526538,0.3550893263891454,0.4086880733397282,0.9400039758437922,0.3813851046908054,0.5675913950751343,0.3540821360418826
13,17.074628114700317,6.579634122155988e-05,0.47047325902514986,0.4168480333354738,0.6793042103449504,0.4232782529460059,1.9899037652545506,,,,,,,,,,
14,17.22248125076294,6.079162869547907e-05,0.46779253350363836,0.4158804439836078,0.6790944695472717,0.4229070117076238,1.9856744554307726,0.40259211787721494,0.9390371595107776,0.38001317196667295,0.5663545011480412,0.35743422605613095,0.40916352708085246,0.9412858371156335,0.38290619012428007,0.5690327391213978,0.3566488531677076
15,16.944072008132935,5.567415893174884e-05,0.46653780539830525,0.41394566694895424,0.6757034222284953,0.4210620532433192,1.9772489574220447,,,,,,,,,,
16,17.13393759727478,5.05e-05,0.4672726849714915,0.4139462282260259,0.6752354462941488,0.42057853804694284,1.9770328839619955,0.3991574720223624,0.9364796283540309,0.3772239727726403,0.5636425246331038,0.35529047352291826,0.4070805405779263,0.9396600602243184,0.38132738545736233,0.5674382770463476,0.3555742303367984
