epoch,epoch_time_s,lr,train_deep_sup,train_gen_AR,train_gen_TC,train_total,val_own_AR IoU,val_own_BG IoU,val_own_Mean FG IoU,val_own_Mean IoU,val_own_TC IoU
1,97.59123826026917,0.001,2.628432018447805,0.7614650124752964,0.9590613515288742,4.348958358941255,,,,,
2,86.40295505523682,0.000999321619703514,2.1428888108995228,0.5590615287423134,0.7346914167757387,3.4366417562520066,0.3818861065136436,0.9422399030762515,0.34085727730729126,0.5413181525636114,0.29982844810093895
3,86.42454957962036,0.0009972883382072953,2.03214761129132,0.5251581268729987,0.5821045644857266,3.1394103085553207,,,,,
4,86.39514994621277,0.0009939057285945933,1.9769251139075668,0.5157544929120276,0.5595910508047651,3.0522706552788064,0.3310603718432592,0.906442560749421,0.33104589457906974,0.5228447833025202,0.3310314173148803
5,86.40480184555054,0.000989183062363234,1.9526308805854231,0.5071199324947817,0.5556286306568871,3.0153794478487086,,,,,
6,86.35547590255737,0.0009831332840130888,2.0014520545800525,0.5138873866310826,0.5674865549637211,3.082826006412506,0.3406167593621866,0.9116964724003239,0.32386496888538807,0.5198088033903666,0.3071131784085895
7,86.41433715820312,0.0009757729755661012,1.895108903558166,0.5003094127332723,0.5390114317337672,2.934429751943659,,,,,
8,86.3792655467987,0.0009671223111161149,1.9098819657608317,0.5010085528095564,0.5428123974413783,2.9537029138317816,0.3392916497561754,0.909510458587759,0.3341961901326783,0.5259676129510386,0.3291007305091812
9,86.41974258422852,0.0009572050015330875,1.8939801949041863,0.4981726438358978,0.5426168473230468,2.9347696820894877,,,,,
10,86.42689514160156,0.0009460482294732422,1.8617058363225722,0.4920087800533684,0.5201568625039524,2.8738714880413485,0.29231038011331023,0.8801205662833667,0.3018199143955166,0.4945867983581333,0.311329448677723
11,86.40606951713562,0.0009336825748732973,1.8788797442559841,0.4928968869977527,0.5203899838306285,2.8921666101173122,,,,,
12,86.41860508918762,0.000920141931132985,1.8523679342534805,0.4880973479814,0.5090303933454884,2.849495668102194,0.3294228614461391,0.9039050093758753,0.34205747948305276,0.529339989447327,0.3546920975199664
13,86.4222629070282,0.0009054634122155991,1.8080070855440915,0.4875319425154615,0.4887343265530136,2.7842733590691178,,,,,
14,86.40722298622131,0.0008896872509212008,1.8011529834182174,0.48280940558071495,0.48928956567413284,2.77325195118233,0.33289098597542405,0.9063359647338868,0.3423889164800352,0.5303712658979857,0.35188684698464645
15,86.4461498260498,0.0008728566886113103,1.8058312078317007,0.483097249103917,0.48841457400057053,2.777343036731084,,,,,
16,86.40363001823425,0.0008550178566873412,1.7883046479136857,0.47986181554970914,0.4857700687177755,2.7539365300425778,0.328969322992427,0.9045918973504241,0.33363751600818403,0.5239556431222641,0.3383057090239411
17,86.44221043586731,0.000836219650147635,1.790381192719495,0.47587747182007184,0.4849521396474706,2.751210799261376,,,,,
18,86.41496467590332,0.0008165135935696697,1.7769969515226502,0.47758984372571667,0.4774842268752831,2.7320710250624907,0.34483535369546897,0.9123125363999449,0.336160366906214,0.5282110900707909,0.32748538011695905
19,86.43547987937927,0.0007959536998847743,1.7404609513503535,0.4708399055732621,0.46840444312051494,2.6797053030243627,,,,,
20,86.37164735794067,0.0007745963223324385,1.7550800248428626,0.4708357580833965,0.47551248349525316,2.7014282674701127,0.32471890468834086,0.9028598056033678,0.33651445359993704,0.5252962376010806,0.3483100025115332
21,86.58537292480469,0.0007525000000000001,1.7391504049301147,0.468000725849911,0.46689275381741707,2.674043881451642,,,,,
22,86.36512875556946,0.0007297252973710758,1.6944419615798527,0.4634764698368532,0.44587484406376326,2.603793266305217,0.3331293027476507,0.9058181601074398,0.3387987747340998,0.5278052365252132,0.34446824672054893
23,86.35417604446411,0.0007063346383225213,1.670738504109559,0.46247741513782076,0.4338524594351097,2.567068376585289,,,,,
24,86.42143130302429,0.000682392135024924,1.659538002036236,0.4587034447877495,0.4319993605630265,2.550240805413988,0.32509897948753586,0.9020724301216105,0.32875223174626067,0.5198589645380439,0.3324054840049855
25,86.37350535392761,0.0006579634122155991,1.650874215805972,0.45645057321698584,0.4278237865340931,2.5351485863879875,,,,,
26,86.3764328956604,0.0006331154273257479,1.660701502362887,0.4589046083114765,0.4279494116289748,2.547555518371088,0.2736068655978181,0.8664766430407822,0.30592541140755025,0.4927758219519609,0.33824395721728245
27,86.36664652824402,0.0006079162869547909,1.6393530453796739,0.4536340956886609,0.4225987725235798,2.515585901781365,,,,,
28,86.3580584526062,0.0005824350601949144,1.618889887686129,0.4492169737263962,0.41662823808965865,2.4847351131615816,0.3015687920269357,0.8862593459816972,0.31750255627266155,0.5070881528423401,0.3334363205183874
29,86.40015244483948,0.0005567415893174886,1.6194414072566563,0.4488221914128021,0.41400875688565003,2.4822723507881164,,,,,
30,86.40241026878357,0.0005309062983402573,1.6042689936028587,0.44438612654253284,0.41397757030747556,2.4626326945092942,0.2870784696087749,0.8755946585961458,0.30209627555785534,0.4932624032372855,0.3171140815069357
