epoch,epoch_time_s,lr,train_total,val_own_AR IoU,val_own_BG IoU,val_own_Mean FG IoU,val_own_Mean IoU,val_own_TC IoU
1,20.46332859992981,0.0001,0.4973621865113576,,,,,
2,19.916588068008423,9.99321619703514e-05,0.4806354485176228,0.4718667248172214,0.9535255592543105,0.4339665779869296,0.6071529050760566,0.3960664311566378
3,19.93836259841919,9.972883382072952e-05,0.4760304128682171,,,,,
4,19.88574457168579,9.939057285945931e-05,0.4721304878040596,0.48152952326744564,0.9546766714937462,0.44278506595548073,0.6134156011349026,0.40404060864351576
5,19.88944149017334,9.891830623632337e-05,0.46961871473877514,,,,,
6,20.435237646102905,9.831332840130886e-05,0.46922335403936877,0.48135664015476565,0.9555567870260888,0.43984012910662407,0.6117456817464456,0.3983236180584825
7,26.718228578567505,9.75772975566101e-05,0.46742245135483923,,,,,
8,22.244609355926514,9.671223111161148e-05,0.46653844316800436,0.48303670115042885,0.9549315718153594,0.4420475644762769,0.613008900255971,0.4010584278021249
9,20.418489694595337,9.572050015330873e-05,0.4661861042181651,,,,,
10,26.908591508865356,9.46048229473242e-05,0.46437125426751596,0.479707471640912,0.9557448246676149,0.4411834554435586,0.6127039118515774,0.4026594392462052
11,27.240660190582275,9.336825748732971e-05,0.46280340088738336,,,,,
12,27.895588636398315,9.201419311329847e-05,0.4621861992058931,0.4808817807799604,0.9552392610385517,0.43924364022391776,0.6112421804954624,0.3976054996678751
13,27.95898699760437,9.054634122155987e-05,0.460567436836384,,,,,
14,28.024364709854126,8.896872509212005e-05,0.46059284806251527,0.48043497465889545,0.9546214293640491,0.4385920473313699,0.610601841342263,0.3967491200038443
15,27.920267581939697,8.7285668861131e-05,0.46007429537949734,,,,,
16,28.272528648376465,8.550178566873408e-05,0.4607840264285052,0.47866203262844254,0.9553491479055617,0.4421547249764253,0.6132195326194707,0.405647417324408
17,28.393739938735962,8.362196501476347e-05,0.4589368617093122,,,,,
18,26.64609956741333,8.165135935696695e-05,0.4587198200049224,0.47666850449059256,0.9550972404691996,0.43728460307143524,0.6098888155373566,0.3979007016522779
19,27.40059757232666,7.959536998847741e-05,0.4564041411435162,,,,,
20,27.000142097473145,7.745963223324383e-05,0.4569782358628732,0.47771987953381706,0.9548872290989401,0.4398525577969628,0.6115307815642885,0.40198523606010855
21,27.032063484191895,7.524999999999999e-05,0.4574545052316454,,,,,
22,27.612305641174316,7.297252973710755e-05,0.4549178982222522,0.4738221430855603,0.9549506201847875,0.43497881075362355,0.6083027472306782,0.3961354784216868
23,28.066139221191406,7.06334638322521e-05,0.45424656492692456,,,,,
24,28.9434916973114,6.823921350249236e-05,0.45555925656248025,0.4752137025927398,0.954330723154095,0.4328590709085848,0.6066829549904215,0.3905044392244297
25,27.844362497329712,6.579634122155988e-05,0.4550883831801238,,,,,
26,27.708789110183716,6.331154273257476e-05,0.4540532966454824,0.47444338630360416,0.95468149478868,0.4308029075293194,0.6054291032824396,0.38716242875503454
27,27.229980945587158,6.079162869547906e-05,0.45359907834618185,,,,,
28,27.419458627700806,5.824350601949141e-05,0.45271233408539385,0.4724837472837311,0.9544784251083209,0.4346586400892879,0.6079319017622989,0.39683353289484474
29,30.62018632888794,5.567415893174883e-05,0.4515900733294311,,,,,
30,27.817319631576538,5.3090629834025695e-05,0.453281847415147,0.47353931906777436,0.9540896804981814,0.43464891420455176,0.6077958363024284,0.3957585093413292
31,28.371678829193115,5.0499999999999994e-05,0.4515912345162144,,,,,
32,27.380635023117065,4.7909370165974273e-05,0.4517663898291411,0.4715119853179574,0.9543396762155743,0.43182354169396375,0.6059955865345006,0.3921350980699701
33,27.356953144073486,4.532584106825115e-05,0.4527289006445143,,,,,
34,27.64986538887024,4.275649398050856e-05,0.45116441007013675,0.47262232182519825,0.9538191051986488,0.43168238180800234,0.6057279562715512,0.39074244179080636
35,28.453009128570557,4.02083713045209e-05,0.4504496547910902,,,,,
36,28.585059881210327,3.768845726742522e-05,0.4506978416884387,0.471555809711757,0.9544359196879166,0.4332410619177713,0.6069726811744864,0.3949263141237856
37,29.561383724212646,3.52036587784401e-05,0.4499431994226244,,,,,
38,28.637352228164673,3.276078649750763e-05,0.4495117196330317,0.4703002334827588,0.9545926339064398,0.43221956176234155,0.6063439191437077,0.3941388900419244
39,21.525868892669678,3.0366536167747892e-05,0.44895769357681276,,,,,
40,22.695871114730835,2.802747026289243e-05,0.44897184813464125,0.4700569792003368,0.9543192270969812,0.42829845443500286,0.6036387119889957,0.38653992966966894
41,27.871883630752563,2.5750000000000006e-05,0.4498805496427748,,,,,
42,30.409019470214844,2.354036776675617e-05,0.44893439036828503,0.470549379070063,0.9543783323612577,0.43212942351117056,0.6062123931278663,0.3937094679522781
43,30.92927646636963,2.1404630011522583e-05,0.44825344505133446,,,,,
44,32.4295654296875,1.9348640643033054e-05,0.4481660412417518,0.4697894988229675,0.9543524336290076,0.4306386301158772,0.6052098979535874,0.39148776140878694
45,33.06867432594299,1.7378034985236535e-05,0.4500176657129217,,,,,
46,31.903156280517578,1.54982143312659e-05,0.4489880747265286,0.46941322595132107,0.9544320857735149,0.43062044874250255,0.6052243277528401,0.39182767153368403
47,31.6973774433136,1.3714331138868995e-05,0.4475184500217438,,,,,
48,31.39836549758911,1.203127490787994e-05,0.44871647976062917,0.46945962091837384,0.9543945158547081,0.43068708640547815,0.6052562295552214,0.3919145518925824
49,29.743274927139282,1.0453658778440105e-05,0.448214841330493,,,,,
50,31.817668914794922,8.985806886701514e-06,0.4464053871455016,0.468336509133461,0.9543265868179956,0.42943462394431225,0.6043986115688734,0.39053273875516353
51,29.209360361099243,7.631742512670283e-06,0.4471844818856981,,,,,
52,29.381134748458862,6.395177052675793e-06,0.4468588391939799,0.4697926019067497,0.9542933045041478,0.43094716775499764,0.6053958800047144,0.39210173360324563
53,28.22354745864868,5.2794998466912506e-06,0.44788237302391615,,,,,
54,28.23742151260376,4.2877688883885125e-06,0.446447812627863,0.46968886305027346,0.9542566160567135,0.43078964792699387,0.6052786373035671,0.3918904328037143
55,28.16428232192993,3.4227024433898994e-06,0.4477894911059626,,,,,
56,28.959128856658936,2.686671598691118e-06,0.4488157647627371,0.469940268807056,0.953925382190155,0.4309451262477969,0.605271878228583,0.3919499836885378
57,28.67151117324829,2.0816937636766182e-06,0.4474509327499955,,,,,
58,28.114380598068237,1.6094271405406859e-06,0.4480475127696991,0.46994935000033417,0.9539382262395817,0.43021792444872514,0.6047913583790107,0.3904864988971161
59,30.113991498947144,1.2711661792704668e-06,0.4465496412029972,,,,,
60,29.100452661514282,1.0678380296485953e-06,0.4470042180131983,0.4701291143492925,0.9539977074049902,0.4305235735680889,0.6050149515137226,0.39091803278688525
