epoch,epoch_time_s,lr,train_gen_AR,train_gen_TC,train_total,val_own_AR IoU,val_own_BG IoU,val_own_Mean FG IoU,val_own_Mean IoU,val_own_TC IoU
1,1.7170939445495605,0.001,0.8468699508243137,0.8929380231433445,1.7398079792658487,,,,,
2,1.2087857723236084,0.000999321619703514,0.7507136424382528,0.8127711296081543,1.5634847693973117,0.26073383566694713,0.9142828491317336,0.20704871408068487,0.44279342576436775,0.15336359249442258
3,1.2196993827819824,0.0009972883382072953,0.7108831259939405,0.7875057048267788,1.498388828171624,,,,,
4,1.18408203125,0.0009939057285945933,0.6932374503877428,0.7755234082539876,1.468760855992635,0.2744044901576389,0.9125910257814531,0.21824661916016008,0.4496947547005911,0.16208874816268123
5,1.2396926879882812,0.000989183062363234,0.6818820993105571,0.7633221122953627,1.4452042049831815,,,,,
6,1.2251689434051514,0.0009831332840130888,0.6754499475161234,0.7570418371094598,1.4324917872746785,0.2772603763322532,0.9129844993556182,0.22512052801715082,0.4544085184633066,0.17298067970204842
7,1.2406501770019531,0.0009757729755661012,0.6719064911206564,0.7511076702011956,1.4230141666200427,,,,,
8,1.2277350425720215,0.0009671223111161149,0.6668216109275817,0.7473109483718872,1.4141325606240167,0.2796396696452959,0.9130946867550412,0.2269471152372598,0.4556629724098536,0.17425456082922366
9,1.2423949241638184,0.0009572050015330875,0.6648545450634427,0.7421620130538941,1.4070165501700507,,,,,
10,1.2197558879852295,0.0009460482294732422,0.6616262131267123,0.7399252149793837,1.4015514347288343,0.2802946333617066,0.9136164162952194,0.2288771811173243,0.4571235928432893,0.17745972887294198
11,1.2400891780853271,0.0009336825748732973,0.6603302054935032,0.7351773248778449,1.3955075316958958,,,,,
12,1.2175939083099365,0.000920141931132985,0.6587948467996385,0.7304203828175863,1.389215236239963,0.2826843652125819,0.9135168904828793,0.23228602872668697,0.45936298264541775,0.18188769224079201
13,1.2221057415008545,0.0009054634122155991,0.6584714584880405,0.7284694221284654,1.3869408819410536,,,,,
14,1.2075884342193604,0.0008896872509212008,0.6559558047188653,0.7266013662020365,1.382557166947259,0.2890372584120171,0.9208931543319185,0.23927701198190188,0.4664823927652408,0.18951676555178668
15,1.241682767868042,0.0008728566886113103,0.6553057882520887,0.724278273847368,1.3795840713712904,,,,,
16,1.2298812866210938,0.0008550178566873412,0.6546179546250237,0.7242998189396328,1.378917768266466,0.29255528503247014,0.9257438722656862,0.24140740357558538,0.469519559805619,0.19025952211870065
17,1.2403736114501953,0.000836219650147635,0.6529952168464661,0.7207104510731167,1.3737056573232016,,,,,
18,1.2158682346343994,0.0008165135935696697,0.6527188936869304,0.7198210451338026,1.3725399388207329,0.29132371928123174,0.9219912137883262,0.23656532704831584,0.46504062262831924,0.18180693481539992
19,1.2396507263183594,0.0007959536998847743,0.6519549369812012,0.7182122137811449,1.3701671520868937,,,,,
20,1.2253339290618896,0.0007745963223324385,0.6495922234323289,0.7176511539353265,1.3672433747185602,0.2943274934882719,0.9246979807932887,0.24455242546285594,0.4712676105730002,0.19477735743743993
21,1.2396223545074463,0.0007525000000000001,0.6503414869308471,0.7148274302482605,1.36516891585456,,,,,
22,1.214108943939209,0.0007297252973710758,0.6488863110542298,0.7138374633259243,1.3627237743801541,0.2937206141381095,0.922559004395958,0.24556069557510923,0.4712267985153922,0.19740077701210892
23,1.2394797801971436,0.0007063346383225213,0.6484180437193976,0.712077099747128,1.3604951514138115,,,,,
24,1.2392578125,0.000682392135024924,0.6476446363661025,0.7112100667423672,1.3588547150293986,0.29298230438300754,0.9202444927483073,0.24467355470543034,0.46986386738638936,0.19636480502785317
25,1.238886833190918,0.0006579634122155991,0.648869338300493,0.7102674338552687,1.3591367774539524,,,,,
26,1.2308881282806396,0.0006331154273257479,0.6471115324232314,0.7089059498574999,1.3560174809561836,0.29639645695403405,0.925034730187871,0.24631511044948845,0.47255498369561594,0.19623376394494282
27,0.8936564922332764,0.0006079162869547909,0.6475957420137194,0.7092264877425299,1.3568222337298923,,,,,
28,0.8927884101867676,0.0005824350601949144,0.6468157794740464,0.7080337140295241,1.3548494974772136,0.2954626404055291,0.922050384565632,0.24692747003627843,0.471968441546063,0.19839229966702776
29,0.8924520015716553,0.0005567415893174886,0.6451445606019762,0.7071252306302388,1.3522697899076674,,,,,
30,0.9193837642669678,0.0005309062983402573,0.6459166182412042,0.7071935322549608,1.3531101518207127,0.2977612242185378,0.9247878192949296,0.24910824896899064,0.4743347724109703,0.20045527371944352
31,1.2407021522521973,0.0005050000000000002,0.6446643418735928,0.7061644540892706,1.350828798611959,,,,,
32,1.2225959300994873,0.00047909370165974305,0.6442820416556464,0.706586115890079,1.350868156221178,0.2986318741545781,0.925691413205214,0.24990158621275937,0.4751648618769109,0.20117129827094066
33,1.256497859954834,0.00045325841068251176,0.6438418904940287,0.7047240641382005,1.3485659572813247,,,,,
34,1.2124569416046143,0.0004275649398050859,0.6448971536424425,0.704779843489329,1.3496769984563193,0.2981119884071773,0.9239142338985455,0.2499343637779703,0.4745943204848287,0.2017567391487633
35,1.1397833824157715,0.00040208371304520927,0.6442017700937059,0.7042413274447124,1.3484430922402275,,,,,
36,1.240495204925537,0.00037688457267425244,0.6430241730478075,0.7031189600626627,1.3461431397332086,0.30157151941650356,0.9323494066914145,0.25265384108529704,0.47921902962066953,0.20373616275409054
37,1.1455602645874023,0.0003520365877844012,0.6435282958878411,0.7040201663970947,1.3475484689076742,,,,,
38,1.8069005012512207,0.0003276078649750765,0.6435121244854397,0.7030450185139974,1.3465571509467231,0.2970935808035173,0.9219962306145275,0.24857233264223882,0.47304696529966844,0.2000510844809604
39,1.4095895290374756,0.0003036653616774791,0.6428782741228739,0.7020837995741103,1.3449620776706273,,,,,
40,1.4350368976593018,0.00028027470262892445,0.6424885723325942,0.7023421075608995,1.344830682542589,0.2994065982958455,0.9245709428743026,0.25116378874836603,0.47563284012367824,0.2029209792008866
41,1.4671258926391602,0.0002575000000000002,0.6420899404419793,0.7018894500202603,1.3439793825149535,,,,,
42,1.47194242477417,0.0002354036776675618,0.6420924968189663,0.7018663141462538,1.343958814938863,0.2962266569573087,0.9200615451819703,0.24833081344962216,0.47224105736040484,0.2004349699419356
43,1.444556474685669,0.0002140463001152259,0.6423830058839586,0.7025677429305183,1.3449507474899292,,,,,
44,1.5472395420074463,0.0001934864064303306,0.6413993173175387,0.7013599925571018,1.3427593178219266,0.2999999134584013,0.9249476358701234,0.25161419266151774,0.476058673731053,0.2032284718646341
45,1.4280200004577637,0.00017378034985236537,0.641407663292355,0.7004528403282165,1.341860498322381,,,,,
46,1.6893179416656494,0.00015498214331265904,0.6412464168336657,0.70009429719713,1.341340716679891,0.2963264326977314,0.9198610945942143,0.2486362493372361,0.4723778644228955,0.20094606597674083
47,1.4084560871124268,0.00013714331138868998,0.6419349153836568,0.7007761001586914,1.3427110221650866,,,,,
48,1.4365208148956299,0.00012031274907879943,0.6412075678507487,0.6998949421776666,1.3411025100284153,0.2988086718585561,0.9228943275500373,0.25074436604049527,0.47479435321034263,0.20268006022243448
49,1.4136099815368652,0.00010453658778440108,0.6408941321902805,0.7000894122653537,1.3409835338592528,,,,,
