epoch,epoch_time_s,lr,train_total,val_own_AR IoU,val_own_BG IoU,val_own_Mean FG IoU,val_own_Mean IoU,val_own_TC IoU
1,30.20253348350525,0.001,0.612694439623091,,,,,
2,30.690565824508667,0.000999321619703514,0.5291697667704688,0.3656085615229981,0.9380342697941862,0.3529981894549423,0.5480102162346903,0.3403878173868866
3,31.8876736164093,0.0009972883382072953,0.5173506891285932,,,,,
4,31.38009214401245,0.0009939057285945933,0.5116939087708791,0.38048791360573775,0.9398103701083667,0.30859751788854084,0.5190018019618161,0.23670712217134393
5,28.22697877883911,0.000989183062363234,0.5093074747809657,,,,,
6,30.233207941055298,0.0009831332840130888,0.501768199161247,0.3928554430650651,0.9398815787001371,0.3716846827010959,0.5610836480341096,0.35051392233712675
7,33.87188363075256,0.0009757729755661012,0.5002557315208294,,,,,
8,33.83979511260986,0.0009671223111161149,0.4968566404448615,0.3846751743402248,0.9474201673872575,0.33049544643500306,0.5361370200857546,0.27631571852978126
9,33.954121112823486,0.0009572050015330875,0.4946739589726484,,,,,
10,33.79963541030884,0.0009460482294732422,0.49157544330314357,0.3928590392291725,0.9326448479070617,0.3130087158522218,0.519554093203835,0.23315839247527115
11,33.75612735748291,0.0009336825748732973,0.4909984526810822,,,,,
12,35.93924880027771,0.000920141931132985,0.48715737439967965,0.39986473642163256,0.9489893497326486,0.35571580292129895,0.5534736518584155,0.31156686942096534
13,33.85293197631836,0.0009054634122155991,0.4863065412750951,,,,,
14,33.72235178947449,0.0008896872509212008,0.4830915554806038,0.39098135040447474,0.9507414675379503,0.36359300383958726,0.5593091584057083,0.3362046572746997
15,33.75664043426514,0.0008728566886113103,0.48022643018651895,,,,,
16,33.7418110370636,0.0008550178566873412,0.4769419915146298,0.4005911970890905,0.9461793732605573,0.361665328259562,0.5565033432598937,0.32273945943003346
17,27.916443824768066,0.000836219650147635,0.47725810585198575,,,,,
18,29.164713382720947,0.0008165135935696697,0.4760532414471662,0.40655421396794883,0.944883908307127,0.36182441616441763,0.5561775802119874,0.31709461836088637
19,31.93375062942505,0.0007959536998847743,0.47108660693521853,,,,,
20,26.90558123588562,0.0007745963223324385,0.4693757434686025,0.40753575840717393,0.9497150283302921,0.3797609808771535,0.569745663361533,0.351986203347133
21,24.261615991592407,0.0007525000000000001,0.4688495642609066,,,,,
22,25.004005193710327,0.0007297252973710758,0.4640397665677248,0.40617319832466653,0.9482367213453837,0.3729700712584801,0.564725621287448,0.33976694419229364
23,24.793616771697998,0.0007063346383225213,0.4624209368670429,,,,,
24,24.042664766311646,0.000682392135024924,0.46074630485640633,0.4103806303834584,0.9460954317954947,0.3676004196060162,0.5604320903358424,0.324820208828574
25,29.82315707206726,0.0006579634122155991,0.4582695938922741,,,,,
26,28.93779420852661,0.0006331154273257479,0.45682811582529986,0.40227167005276315,0.9431264830236209,0.3562324453904686,0.5518637912681861,0.310193220728174
27,31.22408366203308,0.0006079162869547909,0.4540949563185374,,,,,
28,30.676008701324463,0.0005824350601949144,0.4529442985852559,0.4060859863514089,0.9499616996962297,0.373647755356727,0.5657524034698945,0.3412095243620451
29,29.85849642753601,0.0005567415893174886,0.44837268281866,,,,,
30,28.918591737747192,0.0005309062983402573,0.449798353071566,0.40512628488852936,0.9466659644502963,0.35263230816260005,0.5506435269251654,0.3001383314366708
31,29.887455701828003,0.0005050000000000002,0.4457398295402527,,,,,
32,29.976726055145264,0.00047909370165974305,0.44479255610042145,0.4026837840302778,0.9495046424690736,0.36682196716593496,0.5610495256003145,0.33096015030159204
33,29.79481315612793,0.00045325841068251176,0.4432301057709588,,,,,
34,27.4871506690979,0.0004275649398050859,0.44195521849173086,0.40514095599036243,0.9484263882878506,0.3600556075654986,0.5561792011396159,0.31497025914063476
35,25.83089256286621,0.00040208371304520927,0.44124010337723624,,,,,
36,25.59997057914734,0.00037688457267425244,0.43606777831360144,0.40226103506224103,0.9474383189291822,0.36116216929063827,0.5565875525034862,0.3200633035190355
37,24.102436542510986,0.0003520365877844012,0.4368573447068532,,,,,
38,23.97489023208618,0.0003276078649750765,0.4354960170057085,0.40440742214948044,0.9468436450787677,0.36920956841308195,0.5617542606349772,0.33401171467668345
39,24.045231342315674,0.0003036653616774791,0.4340053013077489,,,,,
40,22.941849946975708,0.00028027470262892445,0.4332458504924068,0.4055917833331133,0.946753821169054,0.3667530543084325,0.560086643261973,0.32791432528375175
41,20.27454113960266,0.0002575000000000002,0.430863587723838,,,,,
42,21.26666235923767,0.0002354036776675618,0.43175345350194855,0.4050481754817548,0.9482856175456857,0.36383797551187,0.5586538561898086,0.32262777554198524
43,27.367080211639404,0.0002140463001152259,0.4318906329296254,,,,,
44,28.778990745544434,0.0001934864064303306,0.42957392776453934,0.40831110927163444,0.9466522108028056,0.367976974753669,0.5608687201033812,0.3276428402357035
45,28.08449959754944,0.00017378034985236537,0.42676226496696473,,,,,
46,29.243430376052856,0.00015498214331265904,0.4274249399149859,0.39646457426250625,0.9494324788078748,0.359168679407548,0.5559232792076569,0.3218727845525897
47,28.090668439865112,0.00013714331138868998,0.4263833898085135,,,,,
48,29.342790365219116,0.00012031274907879943,0.4281678438186646,0.4035656790148547,0.9473952932761678,0.3635739521792123,0.5581810658781975,0.32358222534356995
