epoch,epoch_time_s,lr,train_gen_AR,train_gen_TC,train_sam_AR,train_sam_TC,train_total,val_own_AR IoU,val_own_BG IoU,val_own_Mean FG IoU,val_own_Mean IoU,val_own_TC IoU,val_sam_AR IoU,val_sam_BG IoU,val_sam_Mean FG IoU,val_sam_Mean IoU,val_sam_TC IoU
1,15.529684066772461,0.0001,0.475235644976298,0.42474091715282863,0.6926072067684598,0.4344177474578222,2.0270015319188435,,,,,,,,,,
2,14.413443326950073,9.972883382072954e-05,0.47270330521795484,0.4225906014442444,0.6837469061215719,0.43297467827796937,2.0120154963599313,0.4083131535971306,0.9422151529308579,0.38129165364092915,0.5682661534042387,0.3542701536847277,0.4068550346163074,0.9401078633183106,0.3800851277993249,0.5667593729723202,0.3533152209823424
3,14.440835952758789,9.891830623632339e-05,0.47209989958339266,0.4225555168257819,0.6830367843310038,0.43132703337404465,2.0090192317962647,,,,,,,,,,
4,14.605889320373535,9.757729755661011e-05,0.47115477323532107,0.4194000542163849,0.6776723888185289,0.4289896011352539,1.9972168154186674,0.40844909012465525,0.9417629911337086,0.38026553232675386,0.5674313519290721,0.3520819745288524,0.4060788552334308,0.939013725594123,0.38058846331141943,0.566730217405654,0.3550980713894081
5,16.38553214073181,9.572050015330873e-05,0.4707000957594977,0.4186388638284471,0.6764779633945889,0.4271510809659958,1.992968005604214,,,,,,,,,,
6,16.35739755630493,9.336825748732972e-05,0.4691410077942742,0.4181043197711309,0.674512423409356,0.4265207807223002,1.988278529379103,0.40703306984687454,0.9414917393120786,0.3786756897099328,0.5662810395773148,0.3503183095729911,0.40615400599766355,0.9390213271442762,0.3777059838278677,0.5648110982666705,0.3492579616580719
7,16.801637887954712,9.05463412215599e-05,0.4689917822678884,0.41661493976910907,0.6738682521714104,0.42679317196210226,1.9862681441836887,,,,,,,,,,
8,16.71916127204895,8.728566886113101e-05,0.47229027814335295,0.4173697378900316,0.6723017864757114,0.42566285298930273,1.9876246505313448,0.4097034987294492,0.9431845873846881,0.3800164970400841,0.5677391938216187,0.35032949535071894,0.4100278758641896,0.9405819747483262,0.3820119894040234,0.568201984518791,0.35399610294385725
9,16.676934719085693,8.362196501476347e-05,0.46734420392248366,0.41511994500954946,0.6698539217313131,0.42411509619818794,1.9764331658681233,,,,,,,,,,
10,16.472495079040527,7.959536998847741e-05,0.4677788688076867,0.4151309851143095,0.6660764323340522,0.42347058322694564,1.9724568843841552,0.40872894877940064,0.9420520645358469,0.3786228685749036,0.5664326005618847,0.3485167883704066,0.40750115534922027,0.9394323754692426,0.3774287994783101,0.5647633248086209,0.3473564436074
11,16.79059386253357,7.524999999999999e-05,0.4670639442072974,0.4146549529499478,0.6648622088962131,0.4229799081881841,1.9695610099368626,,,,,,,,,,
12,14.381145238876343,7.06334638322521e-05,0.4662796609931522,0.4133831259277132,0.6635623349083795,0.4219503151045905,1.9651754326290554,0.4034355230993643,0.9389512136938893,0.3743748985091207,0.5625670035707103,0.3453142739188771,0.40362734166158704,0.9373873792689861,0.3767246672706511,0.5636122379367627,0.3498219928797152
13,14.307024955749512,6.579634122155988e-05,0.46645837161276077,0.41383647587564254,0.6616639402177599,0.422252408001158,1.9642111937204996,,,,,,,,,,
14,14.256613492965698,6.079162869547907e-05,0.46733187238375345,0.4142465975549486,0.6632024235195584,0.42185819811291164,1.966639092233446,0.3995099755822281,0.9363889359827168,0.37253903176261766,0.560488999835984,0.3455680879430072,0.4009081270728185,0.9355794201047162,0.3727028582319243,0.5603283788561882,0.34449758939103015
15,14.404559135437012,5.567415893174884e-05,0.46600637171003556,0.41215021279123093,0.6609058962927924,0.42039402657084995,1.9594564941194323,,,,,,,,,,
16,14.483096361160278,5.05e-05,0.4664610650804308,0.4129508909251955,0.66051813893848,0.4214647690455119,1.9613948636584813,0.4096797993501622,0.9427645107340884,0.3790875648428431,0.5669798801399248,0.34849533033552405,0.4084702615861282,0.940016834373989,0.3783450485711042,0.5655689771720658,0.3482198355560801
17,14.76012635231018,4.532584106825115e-05,0.46496047841178045,0.41301754613717395,0.6574615425533719,0.4216470374001397,1.9570866028467815,,,,,,,,,,
18,14.746220350265503,4.0208371304520894e-05,0.46449845367007786,0.4115922811958525,0.657355989350213,0.4202787097957399,1.9537254174550374,0.4082765136276451,0.9422705163231264,0.3777611377220259,0.5659309305890594,0.34724576181640665,0.4075409063444485,0.9395060352696428,0.37764320564700526,0.5649308155212177,0.34774550494956197
19,14.755036354064941,3.520365877844009e-05,0.4632835282219781,0.41070967382854884,0.6548243482907613,0.41909502678447297,1.94791259765625,,,,,,,,,,
20,14.673553228378296,3.036653616774789e-05,0.4636552731196086,0.410753427611457,0.6545546624395583,0.4190685192743937,1.9480318652258979,0.40551744726895744,0.9403396103698127,0.37571682059983014,0.5639244171898243,0.3459161939307029,0.40412533937476086,0.9377650124358147,0.37683465838603614,0.5638114430692956,0.3495439773973114
21,14.430201768875122,2.5750000000000002e-05,0.46292144391271806,0.4110580007235209,0.653147452407413,0.42000195301241344,1.9471288469102648,,,,,,,,,,
22,14.139497518539429,2.140463001152258e-05,0.4645294898086124,0.4103599551651213,0.6530348049269782,0.41872643298572965,1.946650677257114,0.408867620336324,0.9426781130501695,0.37799426651982426,0.5662222153632727,0.34712091270332446,0.4052362883838051,0.9387768531202623,0.37666780605922384,0.5640374884129034,0.3480993237346426
23,14.708765506744385,1.737803498523653e-05,0.4623041921191745,0.4088812205526564,0.6533020814259847,0.41693224675125545,1.9414197471406724,,,,,,,,,,
24,14.571855306625366,1.3714331138868993e-05,0.462872220410241,0.40907948116461434,0.6524658706453111,0.4175682031446033,1.9419857687420314,0.4067025752460505,0.9408970671289294,0.3764226591864751,0.5645807951672932,0.34614274312689974,0.4050213719296476,0.9382418334676844,0.3767544888274147,0.563916937040838,0.3484876057251818
25,14.637807130813599,1.0453658778440105e-05,0.46253398391935563,0.40875918798976474,0.6518632531166076,0.41659983893235525,1.9397562556796604,,,,,,,,,,
26,14.740466356277466,7.631742512670283e-06,0.4637327406141493,0.40928308930661944,0.6511248376634385,0.41776032977634003,1.9419009923934936,0.4072126132185826,0.9412754746528477,0.3766734853736994,0.5648741484667488,0.34613435752881616,0.4054739305283727,0.9384168955205937,0.3767702568310629,0.5639858030609065,0.3480665831337531
27,14.708158016204834,5.2794998466912506e-06,0.46089796159002516,0.41025027533372244,0.6512297934956021,0.4181942443052928,1.9405722750557794,,,,,,,,,,
28,14.679299592971802,3.4227024433898994e-06,0.46126308374934727,0.40931538807021245,0.6503624035252465,0.41722325417730544,1.938164104355706,0.4062079531789374,0.9406603054762487,0.3760364027936066,0.5642443703544874,0.3458648524082758,0.40462124167865593,0.9380311808535848,0.37686580899867295,0.5639209329503102,0.34911037631868996
29,14.037558555603027,2.0816937636766182e-06,0.4628751754760742,0.40897679196463693,0.6514979481697083,0.4176970667309231,1.9410470008850098,,,,,,,,,,
30,14.404039859771729,1.2711661792704668e-06,0.46237432161966957,0.4107674224509133,0.6507961829503377,0.41911502811643814,1.9430529488457573,0.4062414710995391,0.9406573740544287,0.3760318249509563,0.5642403413187804,0.3458221788023734,0.4055992993401876,0.938165369634454,0.37722168374835663,0.5642029123770557,0.34884406815652563
