epoch,epoch_time_s,lr,train_gen_AR,train_gen_TC,train_sam_AR,train_sam_TC,train_total,val_own_AR IoU,val_own_BG IoU,val_own_Mean FG IoU,val_own_Mean IoU,val_own_TC IoU,val_sam_AR IoU,val_sam_BG IoU,val_sam_Mean FG IoU,val_sam_Mean IoU,val_sam_TC IoU
1,8.151222944259644,0.001,1.0319792853461371,0.9931172529856364,1.3851046337021722,0.911755375067393,3.3094082832336427,,,,,,,,,,
2,8.031126022338867,0.000999321619703514,0.9846636705928379,0.9785708798302545,0.8053657478756375,0.9232406973838806,2.7102237171596952,0.002379948262912235,0.9421585600898675,0.003062184813880366,0.3160943099058761,0.003744421364848496,0.2574780435497911,0.8818684372668307,0.12873902177489555,0.3797821602722073,0.0
3,34.699488162994385,0.0009972883382072953,0.9085088888804118,0.9804934660593668,0.721508628792233,1.084644571940104,2.7506543848249647,,,,,,,,,,
4,22.726383924484253,0.0009939057285945933,0.8639648543463813,0.9804412378205194,0.7379231399959988,0.9914363662401835,2.651562563578288,0.08617738232220207,0.9417662172023462,0.043088691161101034,0.34264786650818274,0.0,0.3093610436870266,0.9010162116319044,0.1546805218435133,0.4034590851063103,0.0
5,8.414718627929688,0.000989183062363234,0.8488255792193943,0.9862763232654995,0.6903749810324775,0.9097639587190416,2.5176898691389296,,,,,,,,,,
6,9.883068799972534,0.0009831332840130888,0.8074936641587152,0.9791174795892503,0.6903474344147577,0.9309011631541781,2.514554156197442,0.15358160577270205,0.9462905445916233,0.07679080288635103,0.3666240501214418,0.0,0.3493062083148251,0.9227649795935199,0.17465310415741256,0.4240237293027817,0.0
7,21.8718421459198,0.0009757729755661012,0.7868950976265802,0.9699913382530212,0.6714522904819913,0.9798253456751506,2.5297208415137398,,,,,,,,,,
8,33.02106523513794,0.0009671223111161149,0.692933275964525,0.9235727137989468,0.6946412709024218,0.7522749291525946,2.2551691903008355,0.3429294406169706,0.9462144515338434,0.2817575442851695,0.5032431800347275,0.22058564795336846,0.3725207577425936,0.9281064665895318,0.296070869240849,0.5067494016904099,0.21962098073910447
9,24.24648928642273,0.0009572050015330875,0.630560553073883,0.6978266384866503,0.6898992578188579,0.6621961606873407,2.0162890328301324,,,,,,,,,,
10,19.009462118148804,0.0009460482294732422,0.6256870614157782,0.6181204915046692,0.7442213853200277,0.617701898018519,1.9838270505269369,0.3321922884724415,0.9448077490390611,0.3309458762239049,0.5355665004956237,0.3296994639753683,0.365888372891852,0.9262047235434435,0.34189211257900015,0.5366629829004813,0.3178958522661483
11,18.215411901474,0.0009336825748732973,0.5929327381981744,0.5881330284807417,0.6985557119051615,0.5863412651750777,1.875429876645406,,,,,,,,,,
12,17.88751721382141,0.000920141931132985,0.6093305084440443,0.6116373989317152,0.6625523368517557,0.5989176445537143,1.8719539430406358,0.35384413866672415,0.9396594432850354,0.34339539852653944,0.5421500801127047,0.3329466583863547,0.36237582862007756,0.9226319927125388,0.3428755625810045,0.5361277059581826,0.3233752965419315
13,17.470839977264404,0.0009054634122155991,0.6203503025902642,0.5766827338271671,0.6674533976448906,0.5732695076200697,1.8392394145329793,,,,,,,,,,
14,17.713092803955078,0.0008896872509212008,0.615677207046085,0.6380885759989421,0.664897988902198,0.623314255475998,1.9150951306025188,0.30124830777442996,0.945381218184343,0.3223339274719712,0.5300163577094285,0.3434195471695125,0.3424891776159137,0.9159945340355639,0.33559705876790347,0.5290628838571236,0.3287049399198932
15,17.08610987663269,0.0008728566886113103,0.6084868563546075,0.5720644394556681,0.651151466369629,0.5697988033294678,1.8112259070078531,,,,,,,,,,
16,16.159185886383057,0.0008550178566873412,0.6073384059800042,0.5593097282780541,0.6183087984720866,0.556768884923723,1.7584017488691541,0.34360570327980156,0.9261855477524109,0.34196458042257005,0.5367049028658504,0.3403234575653386,0.366555739395048,0.9230715401937366,0.3475926408321085,0.5394189406193178,0.32862954226916896
17,15.902605295181274,0.000836219650147635,0.609605774614546,0.5415274235937331,0.6196608424186707,0.5414098885324267,1.7366373221079507,,,,,,,,,,
18,15.517668724060059,0.0008165135935696697,0.6054209113121033,0.5295290384027693,0.6155562116040124,0.5291626870632171,1.7121938837899102,0.3493333169559011,0.9451010148251671,0.33786764007941517,0.5402787649946658,0.32640196320292925,0.3730087876169429,0.9280852846597514,0.3418739281593223,0.5372777136594653,0.31073906870170176
19,15.994931936264038,0.0007959536998847743,0.592134416103363,0.5261839025550419,0.6064558426539103,0.5288705779446496,1.6944855663511489,,,,,,,,,,
