epoch,train_loss,lr,val_TC IoU,val_AR IoU,val_BG IoU,val_Mean IoU,val_Mean FG IoU
0,,,0.37440419864718044,0.3999343070505621,0.9511928865498247,0.5751771307491891,0.38716925284887127
1,0.4119704421045918,0.00029882903314519993,0.37386794984011645,0.40594520183939947,0.9490659808936754,0.5762930441910638,0.38990657583975796
2,0.35845790089438206,0.0002953345994276017,0.3750770357535213,0.4028125109533323,0.9504019473617644,0.5760971646895393,0.3889447733534268
3,0.37182699807931324,0.00028957180815440534,0.37292777347638534,0.40398859988881636,0.9501674587072774,0.5756946106908264,0.38845818668260085
4,0.35791542812120536,0.00028163154198651373,0.37256320191262393,0.4022217036208234,0.9502012530472111,0.5749953861935527,0.3873924527667236
5,0.37372108394191383,0.0002716390236646797,0.3740874733509917,0.3729490210453393,0.9528945266868665,0.5666436736943992,0.3735182471981655
6,0.33851419033439467,0.0002597518411720796,0.37402476180412464,0.40388544075922883,0.9491540955797807,0.5756880993810447,0.38895510128167676
7,0.3602227123764743,0.0002461574624776804,0.3715361119489535,0.39762306216711163,0.9506933359834276,0.5732841700331642,0.3845795870580325
8,0.35695046994130103,0.00023107027905438094,0.373312581250253,0.40507720940607084,0.9497820408282068,0.5760572771615102,0.3891948953281619
9,0.3729422218206698,0.00021472822479741324,0.37099269923230804,0.4076684401467554,0.9478290555639727,0.5754967316476787,0.3893305696895317
10,0.35097374134908915,0.00019738902366467964,0.37312585336251924,0.4060685006108241,0.948870708514256,0.5760216874958665,0.3895971769866717
11,0.3558532115879813,0.00017932612521598008,0.37301334618330134,0.4051034494997408,0.9490089719473691,0.5757085892101371,0.3890583978415211
12,0.36731044038893684,0.000160824392150103,0.3732998301974169,0.40334008021458373,0.949391632641998,0.5753438476846662,0.3883199552060003
13,0.35589105631890794,0.00014217560784989694,0.3740208078335373,0.3989609178147459,0.9506482892115108,0.574543338286598,0.3864908628241416
14,0.36054314776387797,0.0001236738747840199,0.37185308207099455,0.4052926114907805,0.9489765548775755,0.5753740828131169,0.38857284678088755
15,0.34440820046299875,0.00010561097633532034,0.36943413826573274,0.40538261053878544,0.9488365424686971,0.5745510970910718,0.38740837440225906
16,0.3543827239546195,8.82717752025867e-05,0.3729277377060448,0.4024464868860306,0.949924393147222,0.5750995392464325,0.3876871122960377
17,0.35625478322859166,7.192972094561895e-05,0.37194282328165035,0.4032253999588484,0.9496394446429829,0.5749358892944939,0.38758411162024936
18,0.35312659802260227,5.684253752231956e-05,0.37238923069687496,0.4042076456640519,0.9495641894853736,0.5753870219487668,0.3882984381804634
19,0.3606067971798478,4.324815882792041e-05,0.3720367744435502,0.40660020453290335,0.9489321153436329,0.5758563647733621,0.3893184894882268
20,0.33771936858457235,3.1360976335320314e-05,0.37242827391261585,0.40671106018221065,0.9488691166572681,0.5760028169173649,0.38956966704741325
21,0.3630552811565853,2.1368458013486254e-05,0.3726812672035014,0.4039876626134416,0.9497547522844381,0.5754745607004604,0.3883344649084715
22,0.346886607774351,1.3428191845594673e-05,0.3727684484895099,0.40474210972944813,0.9494929523102396,0.5756678368430659,0.38875527910947905
23,0.3500164772700526,7.6654005723983e-06,0.3727392255870626,0.4061940087675493,0.948946723726814,0.5759599860271419,0.3894666171773059
24,0.35502977632535,4.170966854800051e-06,0.3726924789369135,0.40588669748611755,0.9490304996687043,0.5758698920305784,0.3892895882115155
25,0.36028417975183513,2.9999999999999997e-06,0.3728450400030854,0.405786275806958,0.9490457872471222,0.5758923676857218,0.38931565790502165
