epoch,epoch_time_s,lr,train_gen_AR,train_gen_TC,train_sam_AR,train_sam_TC,train_total,val_own_AR IoU,val_own_BG IoU,val_own_Mean FG IoU,val_own_Mean IoU,val_own_TC IoU,val_sam_AR IoU,val_sam_BG IoU,val_sam_Mean FG IoU,val_sam_Mean IoU,val_sam_TC IoU
1,11.654252767562866,0.001,1.0604711797502306,0.9952234652307298,1.0483277916908265,0.9088659856054518,2.9850410885281033,,,,,,,,,,
2,14.376514911651611,0.000999321619703514,0.901487300131056,0.9867238852712843,0.8524153629938761,0.9192056397596995,2.7157265769110785,0.2788296380388569,0.9453898614304419,0.13941481901942845,0.40807316648976627,0.0,0.35302361471244553,0.9284560205223487,0.17651180735622277,0.427159878411598,0.0
3,29.04324722290039,0.0009972883382072953,0.6723214520348443,0.9789311766624451,0.8492860370212131,0.8046477211846246,2.4795600679185656,,,,,,,,,,
4,39.49172854423523,0.0009939057285945933,0.6097268554899428,0.9148867766062418,0.8133435050646464,0.6437969969378577,2.219447297520108,0.289000371241628,0.9485925558232153,0.28602423389412707,0.5068803412038232,0.28304809654662616,0.33992437503121165,0.9174922706918901,0.2942459979445276,0.5019947555269818,0.24856762085784354
5,28.908299684524536,0.000989183062363234,0.596183176835378,0.6293759412235684,0.8033235006862216,0.6029666417174869,2.019069700770908,,,,,,,,,,
6,29.667983770370483,0.0009831332840130888,0.587218932973014,0.6372272809346516,0.7985351880391439,0.6191408839490679,2.029899157418145,0.36872521815196424,0.9435526658431601,0.34320300489661526,0.5433195585454635,0.3176807916412663,0.37044381555123734,0.9305883766501207,0.33420362460670383,0.5329985419545095,0.2979634336621703
7,25.001798152923584,0.0009757729755661012,0.5697521011034647,0.5691375010543399,0.7680134177207947,0.5657927771409352,1.9032510042190551,,,,,,,,,,
8,17.84771180152893,0.0009671223111161149,0.5589505083031124,0.5605444146527184,0.7634527246157329,0.5563594294918908,1.8795596069759792,0.34365590887623365,0.9176027037339154,0.3403108922294713,0.532741496064286,0.33696587558270896,0.35222921486921105,0.9163366440817559,0.339067222832848,0.5314903632491507,0.325905230796485
9,19.107406616210938,0.0009572050015330875,0.579584593905343,0.5586462689770593,0.7572102785110474,0.5565181944105361,1.882843886481391,,,,,,,,,,
10,26.543711185455322,0.0009460482294732422,0.5494441045655145,0.5612106713983748,0.7474414891666836,0.5525824162695143,1.8553512891133626,0.3673315848781678,0.9294934209383893,0.354627842233621,0.546249701801877,0.3419240995890742,0.3663374442024092,0.9242095052504538,0.3535917611853652,0.5437976758737281,0.34084607816832124
11,26.26033639907837,0.0009336825748732973,0.5528843528694577,0.5381610360410478,0.741385915544298,0.5353356672657861,1.8222442732916937,,,,,,,,,,
12,27.513678789138794,0.000920141931132985,0.547607335779402,0.5378077738814884,0.7271549503008524,0.5344029479556613,1.8042654593785603,0.38328091696939937,0.9451562377280939,0.3656711008638062,0.5588328131519021,0.3480612847582131,0.37264238748935863,0.9266405765136425,0.35128581856490526,0.543070737881151,0.32992924964045195
13,23.818665504455566,0.0009054634122155991,0.545847319232093,0.5176318552758958,0.7260429475042555,0.5221792962816026,1.779961813820733,,,,,,,,,,
14,25.469012022018433,0.0008896872509212008,0.5365711596277025,0.5089418947696686,0.7192213283644782,0.5111989041169485,1.7531767633226183,0.38926378590824684,0.9401589996228741,0.3784582420807119,0.5656918279280992,0.3676526982531769,0.3827673490989649,0.9301095021433948,0.3708959071695329,0.5573004388274869,0.35902446524010084
15,24.54141092300415,0.0008728566886113103,0.5377567271391551,0.507156757513682,0.7074181013637119,0.503074104918374,1.7329489363564385,,,,,,,,,,
