epoch,train_loss,val_TC IoU,val_AR IoU,val_BG IoU,val_Mean IoU,val_Mean FG IoU
0,,0.3743616024107995,0.3999171162705756,0.9512038007102948,0.5751608397972233,0.38713935934068755
1,1.0620897849400839,0.37252476310748006,0.4047056235165577,0.9493638223383309,0.5755314029874562,0.3886151933120189
2,1.0059775127304924,0.3705255879451223,0.3920478631354316,0.9517467994727068,0.5714400835177535,0.381286725540277
3,1.0130013823509216,0.367792355037253,0.40257847935910973,0.9500428988550842,0.5734712444171489,0.38518541719818133
4,0.9986882011095682,0.3685969643649998,0.4011505044967227,0.9504175580641435,0.573388342308622,0.38487373443086126
5,0.9961760136816237,0.36836246289316565,0.4022318686064867,0.9503286944796988,0.5736410086597837,0.3852971657498262
6,0.9920357505480448,0.3668725748088348,0.4040644942420168,0.9498123842603854,0.5735831511037457,0.3854685345254258
7,0.9880248758527967,0.36489662074018475,0.4038535266687305,0.9499141281887293,0.5728880918658815,0.3843750737044576
8,0.9899999764230516,0.3650578846802293,0.40088185493890777,0.9507890039525936,0.5722429145239102,0.38296986980956854
9,0.9830810123019749,0.36691237780971137,0.40344148060559254,0.949941730447099,0.5734318629541343,0.38517692920765195
10,0.9868338823318481,0.3657519942112629,0.3919757811592753,0.9519283405542547,0.5698853719749309,0.37886388768526913
11,0.983257097668118,0.36742537510334033,0.4036386352098349,0.9499503523536841,0.5736714542222864,0.3855320051565876
12,0.9824143674638536,0.36714826041002435,0.40333739262338486,0.9504053426344197,0.5736303318892763,0.3852428265167046
13,0.9753608438703749,0.3673714644001672,0.40451192211187403,0.9497512217276731,0.5738782027465715,0.3859416932560206
14,0.9740635037422181,0.36398437571634223,0.40504401910411014,0.9501803782461227,0.5730695910221917,0.3845141974102262
15,0.9696313805050321,0.3654909278874375,0.4019643897143622,0.9506831748711475,0.5727128308243158,0.3837276588008999
16,0.9618110126919217,0.36443553073044554,0.4081053461641367,0.9472336219498574,0.5732581662814799,0.38627043844729114
17,0.9583704272905985,0.3637825752688647,0.4077173223782095,0.9484075245806184,0.5733024740758975,0.3857499488235371
18,0.9572148866123623,0.3629371050773919,0.4078637577085919,0.9480983257821818,0.5729663961893885,0.3854004313929919
19,0.9524487667613559,0.3625732043888976,0.4042977385340969,0.9498057386816761,0.5722255605348902,0.38343547146149726
20,0.9470045725504558,0.3582260689451102,0.4074886623596087,0.9480422349601326,0.5712523220882838,0.38285736565235945
21,0.9450497892167833,0.3650098612191724,0.40415140598456456,0.9498481124564148,0.5730031265533838,0.38458063360186845
22,0.9405452436870999,0.3649519354503709,0.39957118207088366,0.9509994705367688,0.5718408626860078,0.3822615587606273
23,0.9397482130262587,0.3615063304636468,0.4065857211952917,0.9491862534660289,0.5724261017083224,0.38404602582946923
24,0.936181182331509,0.3621184330285572,0.4001140984768937,0.9510416379444288,0.5710913898166265,0.38111626575272545
25,0.9350011494424608,0.36343771099067534,0.4030793859990906,0.9501598278860188,0.5722256416252616,0.38325854849488294
26,0.9331398460600111,0.36177661646899106,0.3998010645025295,0.9510965092646895,0.5708913967454033,0.3807888404857603
27,0.9317557679282295,0.3611460536440838,0.4066528995014047,0.9489779757011048,0.5722589762821978,0.38389947657274426
28,0.9306077162424723,0.3618273232899923,0.40649920848437154,0.9490565962702,0.5724610426815212,0.3841632658871819
29,0.929390487405989,0.3614725645975646,0.4049992885156719,0.949755145400554,0.5720756661712635,0.38323592655661826
30,0.928989311059316,0.3612923224976635,0.4059639914971295,0.9493473725481506,0.5722012288476478,0.3836281569973965
