epoch,epoch_time_s,lr,train_gen_AR,train_gen_TC,train_sam_AR,train_sam_TC,train_total,val_own_AR IoU,val_own_BG IoU,val_own_Mean FG IoU,val_own_Mean IoU,val_own_TC IoU,val_sam_AR IoU,val_sam_BG IoU,val_sam_Mean FG IoU,val_sam_Mean IoU,val_sam_TC IoU
1,10.253525257110596,0.001,0.9927167256673177,0.9870733711454603,1.2785053451855977,0.9231504188643561,3.1915508270263673,,,,,,,,,,
2,30.926360607147217,0.000999321619703514,0.869727595647176,0.9766849584049648,0.7787179973390367,1.0760519358846876,2.7779762162102593,0.09486125849495383,0.9450634980631922,0.0480833879030942,0.3470767579564602,0.0013055173112345767,0.33594764240820657,0.9267709009261417,0.16797382120410329,0.4209061811114494,0.0
3,35.525235414505005,0.0009972883382072953,0.8047795375188191,0.9752696580357022,0.7364089912838406,1.0756972405645582,2.702130815717909,,,,,,,,,,
4,34.55120253562927,0.0009939057285945933,0.7204495761129591,0.9687220864825778,0.7539358139038086,1.054088740878635,2.652610370847914,0.3354821179984597,0.9467810162233451,0.1689192193481771,0.42820648497323316,0.002356320697894535,0.3407893602829632,0.9204400881493702,0.1725418767868026,0.4218412805743251,0.004294393290642012
5,31.056705474853516,0.000989183062363234,0.6318746659490797,0.9037061227692498,0.7337809125582377,0.8504136032528348,2.35198491414388,,,,,,,,,,
6,25.530324935913086,0.0009831332840130888,0.6113671925332811,0.702433188756307,0.7567103783289592,0.6963547633753883,2.1099653244018555,0.36137364577464637,0.9446951620829586,0.30642581134294006,0.5191822615896129,0.25147797691123375,0.356782861207909,0.9274851780395958,0.31424632511255457,0.518659276088235,0.2717097890172002
7,19.85434603691101,0.0009757729755661012,0.6222372551759084,0.6181575947337681,0.7247327407201131,0.6265249854988522,1.9714551660749646,,,,,,,,,,
8,17.667027473449707,0.0009671223111161149,0.5929378284348382,0.6350049244032966,0.7142134666442871,0.6182628949483235,1.946447761853536,0.36070099662588867,0.9204603074725924,0.26667908231499954,0.4846061573675305,0.17265716800411038,0.3663145706981576,0.9119562203939963,0.2610960260900146,0.47804942419134183,0.15587748148187158
9,20.455689668655396,0.0009572050015330875,0.6046320769521926,0.6115859097904629,0.6836339804861281,0.6130967484580145,1.9048397382100424,,,,,,,,,,
10,17.12520670890808,0.0009460482294732422,0.6091432041592069,0.5711941175990635,0.6669675866762798,0.5724278867244721,1.829564142227173,0.32296459349175555,0.93676942314061,0.32577257323659803,0.5294381898712687,0.3285805529814405,0.3581739045898465,0.9198875091363172,0.33691434742818704,0.5312387346642304,0.3156547902665276
