epoch,train_loss,lr,val_TC IoU,val_AR IoU,val_BG IoU,val_Mean IoU,val_Mean FG IoU
0,,,0.35702208433360183,0.3935000988132363,0.9427659199147085,0.5644293676871822,0.375261091573419
1,0.5395464536653408,0.00029882903314519993,0.3566072210273881,0.38928006212920035,0.9467130843215457,0.5642001224927115,0.37294364157829424
2,0.4643968342075418,0.0002953345994276017,0.35992521034590214,0.38884374698879987,0.943797758564177,0.5641889052996264,0.37438447866735103
3,0.44245963347797523,0.00028957180815440534,0.3534022469767516,0.39213875379766927,0.9455649596403909,0.5637019868049372,0.37277050038721044
4,0.4467540392227468,0.00028163154198651373,0.35141345379799765,0.39193568462184386,0.9449412610800488,0.5627634664999634,0.37167456920992076
5,0.44298729848657914,0.0002716390236646797,0.3608703557791381,0.3920738892911164,0.944115705414429,0.5656866501615613,0.3764721225351273
6,0.429865104513145,0.0002597518411720796,0.36255293274555367,0.3833229290837783,0.9500215772189331,0.5652991463494217,0.372937930914666
7,0.4327574031080501,0.0002461574624776804,0.3619641984438995,0.3936531155736582,0.942361852662192,0.5659930555599165,0.37780865700877886
8,0.4233754457935454,0.00023107027905438094,0.35687896174075645,0.39380444815760574,0.9432330016019529,0.5646388038334383,0.37534170494918107
9,0.4293148046628076,0.00021472822479741324,0.3603678639597432,0.38993436687726396,0.9489943522491721,0.5664321943620597,0.37515111541850354
10,0.41553660245799523,0.00019738902366467964,0.3596042735580336,0.3923127188722062,0.9489693845558317,0.5669621256620238,0.3759584962151199
11,0.40966624524514217,0.00017932612521598008,0.3613598022168625,0.39386878501906525,0.9480485969326007,0.5677590613895095,0.37761429361796384
12,0.4239884551260753,0.000160824392150103,0.35495683780099957,0.3960467407035998,0.9466562084244949,0.5658865956430315,0.3755017892522997
13,0.4258850367038281,0.00014217560784989694,0.3619257066446887,0.3880764982102158,0.9495134425655721,0.5665052158068256,0.3750011024274522
14,0.4206513518189627,0.0001236738747840199,0.3584108511248617,0.3966660408078623,0.9455031479790793,0.5668600133039344,0.377538445966362
15,0.41484843969975826,0.00010561097633532034,0.343981835008066,0.3952735310066559,0.9473036658779443,0.5621863439642221,0.36962768300736093
16,0.4401565967699741,8.82717752025867e-05,0.3580372250423012,0.3903431505204621,0.9492771192443575,0.5658858316023736,0.37419018778138163
17,0.4263335026359833,7.192972094561895e-05,0.35962490884443826,0.39364079782594186,0.9487962949227823,0.5673540005310541,0.37663285333519003
18,0.3889842514919954,5.684253752231956e-05,0.3611632632894969,0.39442244054597636,0.9483346309996888,0.567973444945054,0.3777928519177366
19,0.421075790872601,4.324815882792041e-05,0.3607353494273681,0.393934479821588,0.9479093280126485,0.5675263857538683,0.3773349146244781
20,0.4240692400738239,3.1360976335320314e-05,0.3620782923038614,0.39500807293583506,0.9478456307048742,0.5683106653148569,0.3785431826198482
21,0.4207203066780842,2.1368458013486254e-05,0.3594720560601958,0.39718899944899777,0.9463427779578871,0.5676679444890268,0.37833052775459675
22,0.4064411312849146,1.3428191845594673e-05,0.3610116738011198,0.39537600944136736,0.9479446561621302,0.5681107798015391,0.3781938416212436
23,0.40915514461577884,7.6654005723983e-06,0.36076286122842605,0.395894643773615,0.9477147350613299,0.5681240800211236,0.3783287525010205
24,0.4064581830350179,4.170966854800051e-06,0.36113360660163046,0.39487052062715183,0.9480200330635137,0.5680080534307653,0.37800206361439115
25,0.4056078363284862,2.9999999999999997e-06,0.3608922737582454,0.3956274099013105,0.9477369644628568,0.5680855493741376,0.37825984182977795
